1	COLD	865	869
2	COLD	838	839
3	COLD	830	831
4	COLD	863	863
5	COLD	846	848
6	COLD	860	862
7	COLD	842	842
8	COLD	888	890
9	COLD	870	871
10	COLD	858	859
11	COLD	896	898
12	COLD	831	832
13	COLD	878	879
14	COLD	820	821
15	COLD	862	862
16	COLD	852	853
17	COLD	868	870
18	COLD	862	866
19	COLD	843	845
20	COLD	863	869
