1	COLD	1007	1008
2	COLD	1019	1021
3	COLD	984	987
4	COLD	999	1001
5	COLD	1024	1025
6	COLD	1026	1033
7	COLD	984	985
8	COLD	1069	1071
9	COLD	961	962
10	COLD	984	986
11	COLD	1017	1023
12	COLD	884	885
13	COLD	907	909
14	COLD	843	844
15	COLD	825	827
16	COLD	870	872
17	COLD	885	887
18	COLD	863	865
19	COLD	855	856
20	COLD	915	916
