1	COLD	1595	1597
2	COLD	1533	1533
3	COLD	1715	1716
4	COLD	1510	1511
5	COLD	1490	1491
6	COLD	1493	1494
7	COLD	1688	1689
8	COLD	1521	1523
9	COLD	1565	1571
10	COLD	1810	1811
11	COLD	1519	1521
12	COLD	1525	1527
13	COLD	1539	1541
14	COLD	1734	1736
15	COLD	1564	1565
16	COLD	1527	1528
17	COLD	1557	1562
18	COLD	1648	1651
19	COLD	1533	1534
20	COLD	1526	1527
